stream,section,date,start,stop,agency,crew,watervis,cloud,wind,weather,survey notes,reddID,clusterID,photoID,WPT,history,change,type,sup,propsup,fish,age,pottemp,PL,PW,TL,TW1,TW2,excavation,cover,covertype,comments
lower,3,2019-07-06,11:08,11:41,UW,"JRB, LMB, NMH",good,0,light,sun,NA,L-R-009,L-CL-005,20190706_113844.jpg,NA,repeat,,test,1,0,no,2,NA,48,33,240,81,69,NA,,,shared TS with L-R-008
lower,3,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-037,,20190706_114333.jpg,NA,repeat,,TRUE,0,0,no,2,NA,39,39,90,47,45,NA,,,NA
lower,4,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-039,L-CL-006,20190706_114911.jpg,NA,repeat,,TRUE,1,4,no,2,NA,42,34,126,94,86,NA,,,shared TS with L-R-040
lower,4,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-040,L-CL-006,20190706_114911.jpg,NA,repeat,,TRUE,1,4,no,2,NA,35,44,126,94,86,NA,,,shared TS with L-R-039
lower,4,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-004,,20190706_115310.jpg,NA,repeat,,TRUE,0,0,no,2,NA,59,41,84,67,60,NA,,,NA
lower,4,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-010,,20190706_121854.jpg,NA,repeat,,TRUE,0,0,no,2,NA,51,68,98,77,63,NA,,,no change
lower,5,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-021,,20190706_122239.jpg,NA,repeat,,TRUE,0,0,no,2,NA,41,39,127,57,50,NA,,,NA
lower,5,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-028,L-CL-007,20190706_122616.jpg,NA,repeat,,TRUE,0,0,no,2,NA,52,40,185,80,82,NA,,,measurements uncertain
lower,6,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-011,L-CL-008,20190706_123203.jpg,NA,repeat,,TRUE,1,8,no,2,NA,40,33,NA,NA,NA,NA,,,no change
lower,6,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-012,L-CL-008,20190706_123203.jpg,NA,repeat,,TRUE,1,8,no,2,NA,36,29,NA,NA,NA,NA,,,no change
lower,6,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-022,L-CL-008,20190706_123203.jpg,NA,repeat,,TRUE,1,3,no,2,NA,46,39,137,140,154,NA,,,"no change, TS shared with L-R-029"
lower,6,2019-07-06,11:42,12:35,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-029,L-CL-008,20190706_123203.jpg,NA,repeat,,TRUE,1,0,no,2,NA,40,37,137,140,154,NA,,,"no change, TS shared with L-R-022"
lower,6,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-013,,20190706_123623.jpg,NA,repeat,,test,0,0,no,2,NA,23,28,38,44,NA,NA,,,NA
lower,6,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-030,L-CL-009,20190706_123842.jpg,NA,repeat,,TRUE,1,4,no,2,NA,60,47,208,73,54,NA,,,shared TS with L-R-031
lower,6,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-031,L-CL-009,20190706_123842.jpg,NA,repeat,,TRUE,1,4,no,2,NA,49,51,208,73,54,NA,,,shared TS with L-R-030
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-014,L-CL-010,20190706_125441.jpg,NA,repeat,,TRUE,1,1,no,2,NA,NA,NA,275,NA,NA,NA,,,NA
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-015,L-CL-010,20190706_125441.jpg,NA,repeat,,TRUE,1,0,yes,2,NA,44,36,104,69,60,NA,,,one female and one jack seen on redd. Female was digging redd!!
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-023,L-CL-010,20190706_125854.jpg,NA,repeat,,TRUE,1,0,no,2,NA,64,67,211,87,78,NA,,,possible second pot
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-038,L-CL-011,20190706_130241.jpg,NA,repeat,,TRUE,1,4,no,2,NA,46,36,213,101,82,NA,,,shared TS with L-R-041
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-041,L-CL-011,20190706_130241.jpg,NA,repeat,,TRUE,1,4,no,2,NA,44,32,213,101,82,NA,,,shared TS with L-R-038
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-016,,20190706_130837.jpg,NA,repeat,,TRUE,0,0,no,2,NA,43,45,96,69,72,NA,,,NA
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-045,,20190706_130837.jpg,NA,new,,test,0,0,no,1,NA,37,21,48,29,41,NA,,,NA
lower,7,2019-07-06,12:36,13:14,UW,"JRB, LMB, NMH",good,2,light,sun,NA,L-R-017,,20190706_131135.jpg,NA,repeat,,TRUE,0,0,no,2,NA,NA,NA,135,142,99,NA,,,pot unclear
lower,7,2019-07-06,13:15,13:24,UW,"JRB, LMB, NMH",good,3,light,sun,NA,L-R-018,,20190706_131929.jpg,NA,repeat,,TRUE,0,0,no,2,NA,75,81,161,80,71,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-016,,20190703_101973.jpg,NA,repeat,,TRUE,0,0,no,2,NA,66,57,68,55,45,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-017,U-CL-001,20190703_102308.jpg,NA,repeat,,test,1,0,No,2,NA,38,50,70,61,NA,NA,,,Shares a tailspill with U-R-018
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-018,U-CL-001,20190703_102308.jpg,NA,repeat,,test,1,0,No,2,NA,38,50,70,61,NA,NA,,,Shares a tailspill with U-R-017
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-004,,20190703_102605.jpg,NA,repeat,,TRUE,0,0,no,2,NA,51,47,62,64,NA,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-009,,20190703_103237.jpg,NA,repeat,,TRUE,0,0,no,2,NA,54,58,59,52,57,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-005,,20190703_103537.jpg,NA,repeat,,test,0,0,No,2,NA,54,50,51,57,39,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-019,,20190703_104216.jpg,NA,repeat,,TRUE,0,0,no,2,NA,60,50,71,57,51,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-030,,20190703_104636.jpg,NA,new,,test,0,0,No,1,NA,54,41,61,59,NA,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-011,U-CL-002,20190703_105046.jpg,NA,repeat,,TRUE,1,1,no,2,NA,NA,54,159,84,79,NA,,,Pot Length obscured by U-R-012
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-012,U-CL-002,20190703_105232.jpg,NA,repeat,,TRUE,1,0,no,2,NA,85,74,209,81,93,NA,,,NA
upper,1,2019-07-03,10:19,11:00,UW,"LMB, JRB, NMH",Good,8,Light,Overcast,NA,U-R-020,,20190703_105605.jpg,NA,repeat,,test,0,0,No,2,NA,35,30,49,40,NA,NA,,,NA
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-013,,20190703_105741.jpg,NA,repeat,,test,0,0,No,2,NA,39,33,48,47,42,NA,,,No Obvious change
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-010,U-CL-003,20190703_105950.jpg,NA,repeat,,TRUE,0,0,no,2,NA,71,99,179,88,77,NA,,,No Obvious change
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-031,U-CL-019,20190703_110526.jpg,NA,new,,TRUE,1,3,no,1,NA,59,57,138,118,75,NA,,,Shares a tailspill with U-R-032
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-032,U-CL-019,20190703_110526.jpg,NA,new,,TRUE,1,0,no,1,NA,60,57,138,118,75,NA,,,Shares a tailspill with U-R-031
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-021,U-CL-018,20190703_110905.jpg,NA,repeat,,TRUE,0,0,no,2,NA,69,75,180,88,80,NA,,,NA
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-001,U-CL-005,20190703_111224.jpg,NA,repeat,,TRUE,0,4,No,2,NA,62,41,118,101,87,NA,,,Shares a tailspill with U-R-002
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-002,U-CL-005,20190703_111224.jpg,NA,repeat,,TRUE,0,4,No,2,NA,55,38,118,101,87,NA,,,Shares a tailspill with U-R-001
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-006,U-CL-017,20190703_111819.jpg,NA,repeat,,TRUE,0,0,no,2,NA,69,68,108,66,56,"Excavated 1/3 bucket, many fines near surface. No eggs",,,NA
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-014,,20190703_112401.jpg,NA,repeat,,test,0,0,No,2,NA,42,45,76,70,72,NA,,,NA
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-022,U-CL-008,20190703_111625.jpg,NA,repeat,,test,1,0,No,2,NA,NA,NA,NA,NA,NA,NA,,,Too obscure to measure
upper,1,2019-07-03,11:00,11:27,UW,"LMB, JRB, NMH",Good,7,Light,Overcast,NA,U-R-023,U-CL-008,20190703_111625.jpg,NA,repeat,,test,1,0,No,2,NA,NA,NA,NA,NA,NA,NA,,,Too obscure to measure
upper,1,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-024,U-CL-009,20190703_113002.jpg,NA,repeat,,TRUE,1,0,no,2,NA,63,51,105,132,94,Excavated <1/4 bucket-found eggs,,,Shares a tailspill with U-R-025
upper,1,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-025,U-CL-009,20190703_113002.jpg,NA,repeat,,TRUE,1,1,no,2,NA,46,56,105,132,94,Excavated <1/4 bucket-found eggs,,,Shares a tailspill with U-R-024
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-007,U-CL-010,20190703_113851.jpg,NA,repeat,,TRUE,1,1,no,2,NA,69,64,123,NA,NA,NA,,,NA
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-033,U-CL-010,20190703_113851.jpg,NA,new,,test,1,0,No,1,NA,NA,NA,NA,NA,NA,NA,,,too obscure for measurements
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-008,,20190703_114849.jpg,NA,repeat,,test,0,0,No,2,NA,30,25,40,37,32,NA,,,No obvious change
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-015,U-CL-011,20190703_115223.jpg,NA,repeat,,TRUE,1,5,no,2,NA,58,43,144,79,75,NA,,,Shares a tailspill with U-R-026
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-026,U-CL-011,20190703_115223.jpg,NA,repeat,,TRUE,1,0,no,2,NA,48,42,144,79,75,NA,,,Shares a tailspill with U-R-015
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-027,,20190703_115521.jpg,NA,repeat,,TRUE,0,0,no,2,NA,49,57,97,64,51,NA,,,NA
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-003,,20190703_115808.jpg,NA,repeat,,TRUE,0,0,no,2,NA,65,64,80,73,57,NA,,,NA
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-028,U-CL-013,20190703_120507.jpg,NA,repeat,,TRUE,1,3,no,2,NA,70,64,179,105,74,NA,,,Shares a tailspill with U-R-029
upper,2,2019-07-03,11:27,12:27,UW,"LMB, JRB, NMH",Good,6,Light,Overcast,NA,U-R-029,U-CL-013,20190703_120507.jpg,NA,repeat,,TRUE,1,3,no,2,NA,68,54,179,105,74,NA,,,Shares a tailspill with U-R-028
upper,5,2019-07-03,12:27,12:45,UW,"LMB, JRB, NMH",Good,5,Light,sun,NA,U-R-034,U-CL-015,20190703_122953.jpg,NA,new,,TRUE,1,0,no,1,NA,62,45,112,72,62,NA,,,Shares a tailspill with U-R-035
upper,5,2019-07-03,12:27,12:45,UW,"LMB, JRB, NMH",Good,5,Light,sun,NA,U-R-035,U-CL-015,20190703_122953.jpg,NA,new,,test,1,0,No,1,NA,47,42,112,72,62,NA,,,Shares a tailspill with U-R-034
upper,5,2019-07-03,12:27,12:45,UW,"LMB, JRB, NMH",Good,5,Light,Sun,Stopped survey at the fountian of youth ,U-R-036,,20190703_123355.jpg,NA,new,,test,0,0,No,1,NA,44,39,50,55,46,NA,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-016,,20190707_103227.jpg,NA,repeat,,TRUE,0,0,no,2,NA,58,63,68,55,58,NA,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-017,U-CL-001,20190707_103534.jpg,NA,repeat,,test,1,0,No,2,NA,43,31,72,74,52,Excavated one bucket- no eggs ,,,Shares a tailspill U-R-018
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-018,U-CL-001,20190707_103534.jpg,NA,repeat,,test,1,0,No,2,NA,36,39,72,74,52,Excavated one bucket- no eggs ,,,Shares a Tailspill with U-R-017
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-004,,20190707_103747.jpg,NA,repeat,,TRUE,0,0,no,2,NA,38,35,50,54,41,Excavated 1/10 bucket-found eggs,,,"""type"" changed after excavation"
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-009,,20190707_104000.jpg,NA,repeat,,TRUE,0,0,no,2,NA,40,41,58,51,47,excavated three handfulls-found eggs ,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-005,,20190707_104431.jpg,NA,repeat,,test,0,0,No,2,NA,53,41,48,59,NA,Excavated 3/4 bucket (entire tailspill) no eggs,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-019,,20190707_104747.jpg,NA,repeat,,TRUE,0,0,no,2,NA,66,50,78,47,43,excavated five handfulls- found eggs,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-030,,20190707_104958.jpg,NA,repeat,,test,0,0,No,2,NA,59,41,80,54,57,NA,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-011,U-CL-002,20190707_105350.jpg,NA,repeat,,TRUE,1,1,no,2,NA,NA,NA,172,97,65,NA,,,pot obscured by U-R-012's tailspill
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-012,U-CL-002,20190707_105541.jpg,NA,repeat,,TRUE,1,0,no,2,NA,77,75,138,82,72,NA,,,NA
upper,1,2019-07-07,10:30,11:00,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-037,,20190707_105937.jpg,NA,new,,TRUE,0,0,no,1,NA,69,98,105,115,72,NA,,,NA
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-010,U-CL-003,20190707_110220.jpg,NA,repeat,,TRUE,0,0,no,2,NA,70,79,188,79,71,"excavated 3/4 bucket, no eggs, shallow dome, many fines",,,NA
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-020,,20190707_110554.jpg,NA,repeat,,test,0,0,No,2,NA,35,32,43,40,NA,NA,,,NA
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-013,,20190707_110715.jpg,NA,repeat,,test,0,0,No,2,NA,37,30,45,42,NA,Excavated 3/4 bucket (entire tailspill) no eggs,,,NA
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-038,U-CL-004,20190707_111057.jpg,NA,new,,TRUE,1,0,no,1,NA,57,68,84,94,62,excavated two handfulls- found eggs,,,NA
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-039,U-CL-004,20190707_111057.jpg,NA,new,,TRUE,1,1,no,1,NA,49,37,NA,NA,NA,excavated 1/4 bucket- found eggs,,,Tailspill scoured by U-R-038's pot 
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-031,U-CL-019,20190707_111422.jpg,NA,repeat,,TRUE,1,3,no,2,NA,58,41,129,115,72,excavated 1/3 bucket- found eggs,,,shares a tailspill with U-R-032
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-032,U-CL-019,20190707_111422.jpg,NA,repeat,,TRUE,1,0,no,2,NA,47,49,129,115,72,excavated 7/8 bucket- found eggs ,,,Shares a tailspill with U-R-031
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-021,U-CL-018,20190707_111809.jpg,NA,repeat,,TRUE,0,0,no,2,NA,68,66,130,70,61,NA,,,NA
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-040,U-CL-006,20190707_112100.jpg,NA,new,,TRUE,0,0,no,1,NA,60,55,77,69,50,excavated 2 handfulls- found eggs,,,"changed ""type"" after excavation"
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-001,U-CL-005,20190707_112414.jpg,NA,repeat,,TRUE,0,4,No,2,NA,55,47,135,114,97,NA,,,shares a tailspill with U-R-002 
upper,1,2019-07-07,11:00,11:26,UW,"LMB, JRB, NMH",Good,1,Light,sun,NA,U-R-002,U-CL-005,20190707_112414.jpg,NA,repeat,,TRUE,0,4,No,2,NA,51,38,135,114,97,NA,,,shares a tailspill with U-R-001
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-006,U-CL-017,20190707_113127.jpg,NA,repeat,,TRUE,1,1,no,2,NA,57,47,116,NA,NA,NA,,,NA
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-041,U-CL-017,20190707_113127.jpg,NA,new,,test,1,0,No,1,NA,36,40,58,51,NA,1/3 bucket (entire tailspill) no eggs ,,,NA
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-014,,20190707_113826.jpg,NA,repeat,,test,0,0,No,2,NA,36,53,60,65,59,NA,,,NA
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-022,U-CL-008,20190707_114049.jpg,NA,repeat,,test,1,0,No,2,NA,NA,NA,NA,NA,NA,NA,,,too obscure for measurements
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-023,U-CL-008,20190707_114049.jpg,NA,repeat,,test,1,0,No,2,NA,NA,NA,NA,NA,NA,NA,,,too obscure for measurements
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-024,U-CL-009,20190707_114353.jpg,NA,repeat,,TRUE,1,0,no,2,NA,80,53,106,130,102,NA,,,shares a tailspill with U-R-025
upper,1,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-025,U-CL-009,20190707_114353.jpg,NA,repeat,,TRUE,1,1,no,2,NA,57,44,106,130,102,NA,,,shares a tailspill with U-R-024
upper,2,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-007,U-CL-010,20190707_115401.jpg,NA,repeat,,TRUE,1,1,no,2,NA,75,62,140,NA,NA,NA,,,NA
upper,2,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-033,U-CL-010,20190707_115401.jpg,NA,repeat,,test,1,0,No,2,NA,NA,NA,NA,NA,NA,NA,,,NA
upper,2,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-042,,20190707_115855.jpg,NA,new,,TRUE,0,0,no,1,NA,38,31,59,57,42,NA,,,NA
upper,2,2019-07-07,11:26,12:06,UW,"LMB, JRB, NMH",Good,3,Light,sun,NA,U-R-008,,20190707_120438.jpg,NA,repeat,,test,0,0,No,2,NA,34,24,53,41,38,NA,,,NA
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-015,U-CL-011,20190707_120923.jpg,NA,repeat,,TRUE,1,5,no,2,NA,68,48,151,98,58,NA,,,shares a tailspill with U-R-026
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-026,U-CL-011,20190707_120923.jpg,NA,repeat,,TRUE,1,0,no,2,NA,56,37,151,98,58,NA,,,shares a tailspill with U-R-015
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-027,,20190707_121240.jpg,NA,repeat,,TRUE,0,0,no,2,NA,41,42,99,59,52,NA,,,NA
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-003,,20190707_121434.jpg,NA,repeat,,TRUE,0,0,no,2,NA,71,68,77,61,59,NA,,,NA
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-043,U-CL-012,20190707_122108.jpg,NA,new,,TRUE,1,3,no,1,NA,66,63,172,77,70,NA,,,shares a tailspill with U-R-044
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-044,U-CL-012,20190707_122108.jpg,NA,new,,TRUE,1,4,no,1,NA,70,48,172,77,70,NA,,,shares a tailspill with U-R-043
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-045,U-CL-012,20190707_122108.jpg,NA,new,,test,1,0,No,1,NA,32,30,NA,NA,NA,NA,,,NA
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-028,U-CL-013,20190707_122629.jpg,NA,repeat,,TRUE,1,3,no,2,NA,64,68,239,107,167,NA,,,shares a tailspill with U-R-029
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-029,U-CL-013,20190707_122629.jpg,NA,repeat,,TRUE,1,3,no,2,NA,65,49,239,107,167,NA,,,shares a tailspill with U-R-028
upper,2,2019-07-07,12:06,12:33,UW,"LMB, JRB, NMH",Good,2,Light,sun,NA,U-R-046,,20190707_123139.jpg,NA,new,,TRUE,0,0,no,1,NA,35,66,89,63,51,NA,,,NA
upper,4,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-047,,20190707_130237.jpg,NA,new,,TRUE,0,0,no,1,NA,54,56,71,66,64,NA,,,NA
upper,4,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-048,,20190707_130642.jpg,NA,new,,TRUE,0,0,no,1,NA,69,84,97,88,65,NA,,,NA
upper,4,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-049,U-CL-014,20190707_131111.jpg,NA,new,,TRUE,1,3,no,1,NA,44,39,97,104,82,NA,,,shares a tailspill with U-R-050
upper,4,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-050,U-CL-014,20190707_131111.jpg,NA,new,,TRUE,1,3,no,1,NA,41,33,97,104,82,NA,,,shares a tailspill with U-R-049
upper,4,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-051,U-CL-014,20190707_131111.jpg,NA,new,,TRUE,1,2,no,1,NA,58,55,NA,NA,NA,NA,,,Tailspill scoured by U-R-050 and U-R-049's pots
upper,5,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-052,,20190707_131722.jpg,NA,new,,TRUE,0,0,no,1,NA,73,48,126,73,62,NA,,,NA
upper,5,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-053,,20190707_132101.jpg,NA,new,,test,0,0,No,1,NA,61,65,115,67,74,NA,,,NA
upper,5,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-034,U-CL-015,20190707_132311.jpg,NA,repeat,,TRUE,1,0,no,2,NA,72,60,106,81,75,NA,,,shares a tailspill with U-R-035
upper,5,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-035,U-CL-015,20190707_132311.jpg,NA,repeat,,test,1,0,No,2,NA,61,35,106,81,75,NA,,,shares a tailspill with U-R-034
upper,5,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-036,,20190707_132534.jpg,NA,repeat,,test,0,0,No,2,NA,49,42,65,59,50,NA,,,NA
upper,5,2019-07-07,12:33,13:30,UW,"LMB, JRB, NMH",Good,7,moderate,sun,NA,U-R-054,,20190707_132905.jpg,NA,new,,test,0,0,No,1,NA,43,37,82,36,45,NA,,,NA
